order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2022-09-15,2022,3,9,September,Asia Pacific,Country_8,Office Supplies,Binders,Home Office,7,204.45,1431.12,1044.9,386.23,0.2699
2024-05-26,2024,2,5,May,Latin America,Country_6,Office Supplies,Pens,Corporate,6,318.76,1912.56,1051.91,860.65,0.45
2024-09-27,2024,3,9,September,Latin America,Country_7,Furniture,Chairs,Consumer,3,200.3,600.9,444.92,155.98,0.2596
2024-04-30,2024,2,4,April,Asia Pacific,Country_8,Electronics,Smartphones,Consumer,7,42.63,298.44,178.97,119.47,0.4003
2024-03-03,2024,1,3,March,North America,Country_5,Electronics,Laptops,Consumer,8,241.23,1929.85,1225.64,704.21,0.3649
2023-09-15,2023,3,9,September,Europe,Country_5,Furniture,Chairs,Home Office,7,12.59,88.15,65.66,22.49,0.2551
2024-06-29,2024,2,6,June,Asia Pacific,Country_5,Office Supplies,Paper,Corporate,8,34.95,279.6,154.11,125.49,0.4488
2023-04-09,2023,2,4,April,Europe,Country_4,Electronics,Laptops,Home Office,7,432.9,3030.29,2015.31,1014.98,0.3349
2022-09-18,2022,3,9,September,Latin America,Country_7,Office Supplies,Pens,Consumer,1,68.17,68.17,45.63,22.54,0.3306
2024-02-08,2024,1,2,February,Europe,Country_4,Clothing,Shirts,Consumer,5,101.06,505.28,347.74,157.54,0.3118
2023-04-24,2023,2,4,April,Asia Pacific,Country_4,Office Supplies,Pens,Home Office,1,199.08,199.08,157.56,41.52,0.2085
2023-01-15,2023,1,1,January,Latin America,Country_2,Furniture,Tables,Home Office,3,66.98,200.94,127.05,73.89,0.3677
2023-02-11,2023,1,2,February,Europe,Country_3,Electronics,Smartphones,Consumer,3,78.67,236.02,129.66,106.36,0.4506
2023-06-22,2023,2,6,June,North America,Country_5,Electronics,Tablets,Corporate,6,311.36,1868.15,1277.81,590.34,0.316
2022-08-02,2022,3,8,August,Europe,Country_4,Office Supplies,Pens,Corporate,8,48.73,389.82,277.49,112.33,0.2882
2022-11-04,2022,4,11,November,Asia Pacific,Country_2,Electronics,Smartphones,Consumer,1,240.71,240.71,122.4,118.31,0.4915
2022-03-31,2022,1,3,March,Europe,Country_6,Clothing,Shirts,Home Office,5,276.85,1384.26,962.47,421.79,0.3047
2024-10-13,2024,4,10,October,Europe,Country_4,Clothing,Pants,Corporate,4,293.2,1172.8,737.16,435.64,0.3715
2022-06-15,2022,2,6,June,North America,Country_4,Clothing,Shirts,Consumer,2,461.14,922.28,487.17,435.11,0.4718
2022-05-29,2022,2,5,May,North America,Country_4,Furniture,Beds,Home Office,8,100.77,806.12,424.55,381.57,0.4733
2023-04-08,2023,2,4,April,North America,Country_2,Electronics,Tablets,Home Office,6,87.73,526.37,406.55,119.82,0.2276
2022-12-21,2022,4,12,December,Latin America,Country_5,Office Supplies,Pens,Home Office,1,188.13,188.13,143.51,44.62,0.2372
2023-07-13,2023,3,7,July,North America,Country_6,Office Supplies,Binders,Consumer,6,439.45,2636.71,1789.93,846.78,0.3212
2024-08-04,2024,3,8,August,Asia Pacific,Country_1,Furniture,Tables,Home Office,2,411.02,822.04,432.33,389.71,0.4741
2024-03-24,2024,1,3,March,Europe,Country_4,Electronics,Tablets,Consumer,3,413.95,1241.86,648.13,593.72,0.4781
2023-07-24,2023,3,7,July,Latin America,Country_1,Furniture,Chairs,Consumer,4,43.57,174.29,97.85,76.44,0.4386
2022-06-17,2022,2,6,June,North America,Country_9,Furniture,Chairs,Corporate,9,464.08,4176.75,2506.23,1670.52,0.4
2023-04-29,2023,2,4,April,Latin America,Country_5,Electronics,Tablets,Corporate,8,466.41,3731.32,2386.21,1345.1,0.3605
2023-02-19,2023,1,2,February,Asia Pacific,Country_8,Clothing,Shirts,Corporate,9,171.04,1539.36,962.2,577.16,0.3749
2024-04-27,2024,2,4,April,North America,Country_1,Furniture,Chairs,Home Office,1,277.95,277.95,197.68,80.28,0.2888
2022-04-15,2022,2,4,April,Latin America,Country_2,Clothing,Shirts,Consumer,3,470.72,1412.17,1012.61,399.56,0.2829
2024-10-30,2024,4,10,October,Asia Pacific,Country_7,Furniture,Chairs,Corporate,7,195.43,1368.02,733.22,634.8,0.464
2024-05-23,2024,2,5,May,Asia Pacific,Country_7,Office Supplies,Binders,Consumer,4,138.52,554.09,415.31,138.78,0.2505
2023-05-09,2023,2,5,May,Europe,Country_6,Electronics,Laptops,Corporate,6,63.03,378.16,238.38,139.77,0.3696
2024-12-26,2024,4,12,December,Europe,Country_8,Furniture,Tables,Consumer,2,143.02,286.05,157.03,129.02,0.451
2022-12-05,2022,4,12,December,Europe,Country_9,Clothing,Pants,Consumer,3,482.98,1448.93,1112.6,336.32,0.2321
2022-02-24,2022,1,2,February,Latin America,Country_8,Electronics,Laptops,Corporate,8,84.57,676.55,396.09,280.46,0.4145
2023-11-01,2023,4,11,November,North America,Country_3,Electronics,Smartphones,Corporate,3,253.41,760.24,554.28,205.96,0.2709
2023-05-03,2023,2,5,May,Latin America,Country_7,Clothing,Pants,Corporate,2,287.9,575.8,434.0,141.8,0.2463
2022-03-26,2022,1,3,March,Asia Pacific,Country_5,Furniture,Tables,Corporate,6,77.28,463.68,286.17,177.5,0.3828
2024-06-01,2024,2,6,June,Europe,Country_2,Clothing,Pants,Consumer,1,135.05,135.05,74.74,60.31,0.4466
2022-03-06,2022,1,3,March,Europe,Country_5,Electronics,Tablets,Corporate,9,416.6,3749.39,2160.01,1589.38,0.4239
2022-10-31,2022,4,10,October,Asia Pacific,Country_6,Office Supplies,Pens,Home Office,2,27.9,55.8,44.13,11.67,0.2091
2024-07-15,2024,3,7,July,North America,Country_7,Clothing,Pants,Home Office,8,26.55,212.36,152.2,60.16,0.2833
2024-10-11,2024,4,10,October,Europe,Country_9,Office Supplies,Binders,Corporate,7,120.69,844.81,505.89,338.92,0.4012
2024-12-06,2024,4,12,December,Latin America,Country_3,Office Supplies,Paper,Corporate,8,190.12,1520.93,1009.74,511.19,0.3361
2024-04-03,2024,2,4,April,Europe,Country_7,Furniture,Tables,Consumer,8,321.88,2575.01,1824.41,750.6,0.2915
2022-03-14,2022,1,3,March,Europe,Country_5,Furniture,Tables,Home Office,7,452.46,3167.23,1779.31,1387.93,0.4382
2024-12-26,2024,4,12,December,Latin America,Country_6,Office Supplies,Binders,Home Office,9,391.01,3519.06,2612.26,906.8,0.2577
2022-02-03,2022,1,2,February,North America,Country_8,Clothing,Shirts,Consumer,5,464.53,2322.66,1330.46,992.19,0.4272
2022-10-27,2022,4,10,October,Latin America,Country_4,Electronics,Tablets,Corporate,2,188.55,377.1,285.12,91.97,0.2439
2022-03-10,2022,1,3,March,Asia Pacific,Country_9,Electronics,Smartphones,Consumer,5,206.61,1033.06,574.95,458.11,0.4434
2024-04-08,2024,2,4,April,North America,Country_5,Furniture,Chairs,Corporate,9,197.03,1773.31,1220.53,552.79,0.3117
2024-09-15,2024,3,9,September,Europe,Country_2,Office Supplies,Binders,Corporate,6,345.34,2072.04,1333.55,738.48,0.3564
2024-11-04,2024,4,11,November,Latin America,Country_6,Clothing,Pants,Home Office,6,258.51,1551.08,981.85,569.23,0.367
2024-09-27,2024,3,9,September,Latin America,Country_9,Office Supplies,Pens,Home Office,2,233.22,466.44,279.02,187.42,0.4018
2024-06-28,2024,2,6,June,North America,Country_5,Clothing,Shoes,Home Office,6,434.99,2609.92,2059.5,550.42,0.2109
2022-07-20,2022,3,7,July,Asia Pacific,Country_4,Office Supplies,Paper,Corporate,1,267.35,267.35,148.36,118.99,0.4451
2023-10-02,2023,4,10,October,Latin America,Country_3,Furniture,Chairs,Corporate,7,90.04,630.3,374.58,255.73,0.4057
2022-07-18,2022,3,7,July,Europe,Country_9,Office Supplies,Pens,Home Office,7,400.5,2803.53,1976.36,827.17,0.295
2022-08-13,2022,3,8,August,North America,Country_4,Clothing,Pants,Home Office,7,223.34,1563.38,863.46,699.92,0.4477
2022-01-10,2022,1,1,January,Latin America,Country_2,Furniture,Tables,Home Office,3,79.26,237.79,149.03,88.76,0.3733
2024-11-21,2024,4,11,November,North America,Country_4,Furniture,Beds,Home Office,9,21.1,189.92,100.13,89.79,0.4728
2023-08-22,2023,3,8,August,Europe,Country_4,Clothing,Shoes,Corporate,9,490.09,4410.81,2561.75,1849.06,0.4192
2023-01-30,2023,1,1,January,Latin America,Country_3,Furniture,Chairs,Consumer,6,339.38,2036.29,1075.87,960.42,0.4717
2023-06-19,2023,2,6,June,Europe,Country_9,Electronics,Tablets,Home Office,2,496.47,992.94,684.33,308.61,0.3108
2024-10-03,2024,4,10,October,Europe,Country_5,Electronics,Tablets,Corporate,6,360.8,2164.79,1579.34,585.45,0.2704
2022-05-27,2022,2,5,May,Europe,Country_7,Electronics,Smartphones,Consumer,2,272.7,545.39,382.97,162.43,0.2978
2023-03-15,2023,1,3,March,Latin America,Country_9,Office Supplies,Pens,Consumer,2,432.85,865.7,472.1,393.6,0.4547
2024-06-18,2024,2,6,June,Latin America,Country_9,Clothing,Shirts,Corporate,9,75.94,683.49,537.31,146.18,0.2139
2022-05-27,2022,2,5,May,Europe,Country_6,Clothing,Shoes,Corporate,3,436.3,1308.9,887.59,421.32,0.3219
2023-01-11,2023,1,1,January,Asia Pacific,Country_5,Office Supplies,Paper,Corporate,8,497.48,3979.83,2416.92,1562.92,0.3927
2022-11-21,2022,4,11,November,Asia Pacific,Country_6,Furniture,Tables,Consumer,3,129.25,387.76,207.64,180.11,0.4645
2022-11-20,2022,4,11,November,North America,Country_6,Furniture,Tables,Home Office,7,414.6,2902.18,2002.64,899.54,0.31
2023-11-06,2023,4,11,November,Asia Pacific,Country_2,Furniture,Tables,Home Office,1,218.59,218.59,110.23,108.36,0.4957
2023-02-08,2023,1,2,February,Latin America,Country_2,Electronics,Smartphones,Corporate,6,269.68,1618.11,1066.03,552.08,0.3412
2024-03-01,2024,1,3,March,Latin America,Country_1,Electronics,Smartphones,Corporate,1,239.93,239.93,170.92,69.01,0.2876
2022-05-19,2022,2,5,May,Europe,Country_4,Furniture,Chairs,Corporate,1,331.7,331.7,218.14,113.56,0.3424
2024-01-13,2024,1,1,January,Asia Pacific,Country_4,Office Supplies,Pens,Home Office,2,392.25,784.5,529.79,254.71,0.3247
2023-10-27,2023,4,10,October,Latin America,Country_4,Electronics,Laptops,Consumer,5,340.78,1703.88,913.92,789.96,0.4636
2022-03-16,2022,1,3,March,Asia Pacific,Country_9,Electronics,Laptops,Consumer,8,199.95,1599.6,1164.83,434.77,0.2718
2024-03-03,2024,1,3,March,Asia Pacific,Country_5,Office Supplies,Paper,Home Office,4,477.57,1910.29,1523.46,386.82,0.2025
2024-02-11,2024,1,2,February,Latin America,Country_9,Furniture,Tables,Home Office,1,255.92,255.92,188.8,67.12,0.2623
2022-10-05,2022,4,10,October,Latin America,Country_3,Office Supplies,Binders,Home Office,6,350.02,2100.11,1243.7,856.42,0.4078
2023-02-05,2023,1,2,February,Asia Pacific,Country_5,Clothing,Pants,Home Office,2,256.64,513.28,296.97,216.31,0.4214
2024-02-08,2024,1,2,February,Latin America,Country_6,Furniture,Tables,Consumer,4,58.06,232.24,141.13,91.11,0.3923
2022-11-18,2022,4,11,November,North America,Country_9,Clothing,Shoes,Corporate,5,345.74,1728.69,1272.37,456.32,0.264
2022-01-10,2022,1,1,January,Latin America,Country_2,Office Supplies,Paper,Consumer,4,47.32,189.28,109.66,79.62,0.4206
2023-09-27,2023,3,9,September,North America,Country_4,Clothing,Shirts,Consumer,9,167.45,1507.07,1164.97,342.1,0.227
2023-03-30,2023,1,3,March,Europe,Country_7,Furniture,Beds,Corporate,4,450.28,1801.13,1307.92,493.21,0.2738
2022-06-16,2022,2,6,June,Europe,Country_7,Clothing,Pants,Corporate,2,451.05,902.11,632.17,269.93,0.2992
2022-01-09,2022,1,1,January,Latin America,Country_7,Furniture,Chairs,Home Office,7,498.37,3488.61,2447.74,1040.87,0.2984
2024-06-19,2024,2,6,June,North America,Country_4,Office Supplies,Paper,Corporate,5,376.55,1882.73,1103.83,778.9,0.4137
2024-11-05,2024,4,11,November,Latin America,Country_5,Furniture,Tables,Consumer,8,164.92,1319.35,877.99,441.36,0.3345
2023-01-31,2023,1,1,January,Asia Pacific,Country_8,Electronics,Tablets,Corporate,6,130.81,784.89,510.82,274.07,0.3492
2023-04-24,2023,2,4,April,Europe,Country_7,Office Supplies,Paper,Home Office,1,222.42,222.42,129.1,93.32,0.4196
2023-08-23,2023,3,8,August,Europe,Country_5,Clothing,Shirts,Corporate,5,107.99,539.93,427.6,112.33,0.208
2022-01-01,2022,1,1,January,North America,Country_5,Electronics,Tablets,Consumer,4,110.97,443.88,254.98,188.89,0.4256
2024-10-07,2024,4,10,October,North America,Country_5,Clothing,Shirts,Consumer,8,352.0,2815.98,2213.65,602.33,0.2139
2023-10-29,2023,4,10,October,Asia Pacific,Country_1,Electronics,Laptops,Consumer,5,323.42,1617.11,871.09,746.02,0.4613
2023-11-29,2023,4,11,November,Asia Pacific,Country_8,Furniture,Beds,Consumer,2,418.52,837.03,573.37,263.66,0.315
2024-11-28,2024,4,11,November,Latin America,Country_5,Furniture,Tables,Corporate,1,81.1,81.1,63.69,17.42,0.2147
2022-09-30,2022,3,9,September,Asia Pacific,Country_2,Furniture,Beds,Corporate,2,149.72,299.44,205.36,94.08,0.3142
2024-04-15,2024,2,4,April,Latin America,Country_4,Electronics,Laptops,Home Office,7,248.25,1737.75,998.44,739.31,0.4254
2023-01-01,2023,1,1,January,North America,Country_3,Clothing,Shirts,Consumer,7,455.32,3187.23,1704.23,1483.0,0.4653
2023-05-07,2023,2,5,May,Europe,Country_7,Clothing,Pants,Corporate,2,167.26,334.52,223.51,111.01,0.3318
2023-02-02,2023,1,2,February,North America,Country_7,Office Supplies,Paper,Consumer,8,169.63,1357.01,1058.18,298.83,0.2202
2024-01-28,2024,1,1,January,Asia Pacific,Country_6,Furniture,Beds,Home Office,6,227.92,1367.55,787.15,580.4,0.4244
2023-05-01,2023,2,5,May,North America,Country_5,Furniture,Chairs,Corporate,1,231.93,231.93,172.88,59.05,0.2546
2024-10-10,2024,4,10,October,North America,Country_7,Electronics,Laptops,Corporate,1,96.98,96.98,60.76,36.22,0.3734
2023-11-22,2023,4,11,November,Latin America,Country_2,Clothing,Shirts,Corporate,1,438.87,438.87,242.61,196.27,0.4472
2023-12-26,2023,4,12,December,Latin America,Country_6,Office Supplies,Pens,Home Office,1,475.09,475.09,303.8,171.29,0.3605
2023-04-30,2023,2,4,April,Asia Pacific,Country_5,Electronics,Smartphones,Corporate,4,57.98,231.93,124.01,107.92,0.4653
2022-03-02,2022,1,3,March,North America,Country_6,Clothing,Shoes,Consumer,9,486.99,4382.95,2681.8,1701.15,0.3881
2023-04-20,2023,2,4,April,Asia Pacific,Country_3,Clothing,Pants,Consumer,1,254.42,254.42,189.87,64.55,0.2537
2023-10-06,2023,4,10,October,Latin America,Country_3,Furniture,Chairs,Corporate,2,393.95,787.89,541.47,246.43,0.3128
2024-04-18,2024,2,4,April,Latin America,Country_2,Furniture,Beds,Corporate,4,17.38,69.53,39.41,30.13,0.4333
2022-09-29,2022,3,9,September,Europe,Country_8,Clothing,Shoes,Home Office,6,389.91,2339.46,1733.97,605.49,0.2588
2023-01-26,2023,1,1,January,Latin America,Country_1,Furniture,Tables,Consumer,4,472.91,1891.64,968.54,923.11,0.488
2024-12-16,2024,4,12,December,Latin America,Country_6,Clothing,Shirts,Home Office,5,149.48,747.39,384.04,363.35,0.4862
2023-09-30,2023,3,9,September,Latin America,Country_9,Furniture,Chairs,Corporate,7,398.93,2792.49,1398.2,1394.28,0.4993
2023-05-09,2023,2,5,May,Asia Pacific,Country_3,Clothing,Pants,Home Office,7,330.34,2312.4,1834.31,478.09,0.2068
2023-02-22,2023,1,2,February,Asia Pacific,Country_7,Clothing,Shirts,Home Office,7,137.5,962.49,565.87,396.62,0.4121
2022-12-14,2022,4,12,December,Latin America,Country_2,Office Supplies,Paper,Home Office,4,220.94,883.76,530.67,353.09,0.3995
2022-10-05,2022,4,10,October,Europe,Country_9,Furniture,Tables,Corporate,1,135.83,135.83,71.66,64.17,0.4725
2024-09-09,2024,3,9,September,Europe,Country_9,Clothing,Shoes,Corporate,2,430.37,860.74,616.19,244.54,0.2841
2022-11-27,2022,4,11,November,North America,Country_2,Office Supplies,Pens,Consumer,9,158.23,1424.1,1082.25,341.85,0.24
2022-03-01,2022,1,3,March,Latin America,Country_8,Clothing,Pants,Home Office,5,311.04,1555.22,955.79,599.43,0.3854
2022-02-06,2022,1,2,February,Asia Pacific,Country_1,Electronics,Smartphones,Corporate,9,431.31,3881.82,2516.66,1365.16,0.3517
2022-04-23,2022,2,4,April,Latin America,Country_6,Office Supplies,Pens,Corporate,9,475.56,4280.04,3222.06,1057.98,0.2472
2022-02-01,2022,1,2,February,North America,Country_9,Electronics,Tablets,Corporate,6,443.37,2660.21,1797.7,862.51,0.3242
2022-03-01,2022,1,3,March,Latin America,Country_6,Clothing,Shoes,Home Office,6,32.17,193.02,116.52,76.5,0.3963
2024-10-10,2024,4,10,October,North America,Country_3,Furniture,Tables,Corporate,7,445.56,3118.91,2213.22,905.69,0.2904
2023-11-21,2023,4,11,November,North America,Country_9,Office Supplies,Paper,Consumer,3,18.23,54.7,40.3,14.4,0.2632
2022-06-28,2022,2,6,June,Asia Pacific,Country_2,Clothing,Shoes,Home Office,2,358.0,716.0,407.25,308.75,0.4312
2024-05-14,2024,2,5,May,Asia Pacific,Country_2,Clothing,Shoes,Corporate,8,27.15,217.2,162.5,54.69,0.2518
2023-11-15,2023,4,11,November,Asia Pacific,Country_9,Electronics,Tablets,Consumer,5,40.27,201.35,130.1,71.26,0.3539
2022-06-23,2022,2,6,June,Europe,Country_8,Electronics,Laptops,Home Office,5,136.3,681.48,491.95,189.52,0.2781
2022-08-15,2022,3,8,August,Asia Pacific,Country_6,Clothing,Shirts,Consumer,6,427.02,2562.1,2036.87,525.22,0.205
2023-11-21,2023,4,11,November,Latin America,Country_7,Electronics,Tablets,Corporate,9,228.64,2057.74,1334.88,722.86,0.3513
2023-05-10,2023,2,5,May,Europe,Country_6,Office Supplies,Pens,Consumer,3,35.9,107.71,55.65,52.05,0.4833
2024-09-22,2024,3,9,September,Asia Pacific,Country_3,Furniture,Tables,Corporate,1,264.0,264.0,186.78,77.22,0.2925
2022-07-28,2022,3,7,July,North America,Country_4,Furniture,Chairs,Home Office,7,169.28,1184.94,844.14,340.8,0.2876
2024-02-13,2024,1,2,February,Latin America,Country_8,Electronics,Tablets,Home Office,5,75.75,378.74,259.63,119.11,0.3145
2023-06-08,2023,2,6,June,Asia Pacific,Country_1,Office Supplies,Binders,Corporate,6,44.61,267.64,161.8,105.83,0.3954
2022-09-11,2022,3,9,September,Latin America,Country_3,Clothing,Shoes,Corporate,9,35.29,317.63,241.04,76.59,0.2411
2024-07-31,2024,3,7,July,Europe,Country_6,Furniture,Tables,Consumer,5,329.15,1645.74,1013.13,632.6,0.3844
2023-05-31,2023,2,5,May,North America,Country_4,Electronics,Laptops,Consumer,9,122.02,1098.21,875.78,222.43,0.2025
2023-02-06,2023,1,2,February,North America,Country_6,Clothing,Shoes,Consumer,6,351.71,2110.24,1151.05,959.19,0.4545
2024-08-14,2024,3,8,August,Europe,Country_7,Clothing,Shoes,Home Office,2,356.91,713.83,383.21,330.62,0.4632
2023-12-06,2023,4,12,December,Latin America,Country_6,Office Supplies,Pens,Consumer,7,392.22,2745.52,1398.14,1347.38,0.4908
2022-07-07,2022,3,7,July,Asia Pacific,Country_5,Furniture,Tables,Home Office,3,102.69,308.08,184.21,123.88,0.4021
2023-11-19,2023,4,11,November,Asia Pacific,Country_8,Electronics,Laptops,Corporate,6,320.87,1925.23,1229.64,695.6,0.3613
2024-05-18,2024,2,5,May,Europe,Country_4,Furniture,Tables,Home Office,6,286.65,1719.91,1044.95,674.96,0.3924
2023-08-09,2023,3,8,August,Asia Pacific,Country_9,Electronics,Laptops,Corporate,3,20.34,61.03,37.21,23.83,0.3904
2024-12-04,2024,4,12,December,Asia Pacific,Country_2,Electronics,Tablets,Consumer,7,135.93,951.5,721.53,229.97,0.2417
2022-03-02,2022,1,3,March,Europe,Country_5,Clothing,Shoes,Corporate,5,348.3,1741.48,1134.94,606.54,0.3483
2024-02-02,2024,1,2,February,Asia Pacific,Country_5,Electronics,Laptops,Corporate,5,170.22,851.11,541.85,309.26,0.3634
2023-06-26,2023,2,6,June,North America,Country_1,Clothing,Pants,Consumer,1,148.67,148.67,78.23,70.44,0.4738
2024-09-04,2024,3,9,September,Latin America,Country_3,Clothing,Pants,Corporate,2,223.42,446.83,248.14,198.69,0.4447
2024-11-28,2024,4,11,November,Latin America,Country_2,Furniture,Tables,Consumer,8,377.4,3019.21,2284.57,734.64,0.2433
2024-04-14,2024,2,4,April,Latin America,Country_8,Office Supplies,Paper,Home Office,9,174.02,1566.18,1227.55,338.63,0.2162
2024-09-10,2024,3,9,September,Asia Pacific,Country_3,Clothing,Pants,Consumer,6,173.39,1040.32,652.24,388.08,0.373
2024-08-08,2024,3,8,August,Europe,Country_9,Office Supplies,Paper,Corporate,6,107.39,644.32,394.58,249.74,0.3876
2024-02-15,2024,1,2,February,Asia Pacific,Country_7,Clothing,Shirts,Corporate,5,62.1,310.49,226.43,84.06,0.2707
2024-01-13,2024,1,1,January,North America,Country_1,Electronics,Smartphones,Home Office,7,139.33,975.32,754.82,220.5,0.2261
2023-10-28,2023,4,10,October,Asia Pacific,Country_1,Clothing,Shoes,Corporate,6,17.95,107.71,61.3,46.41,0.4309
2024-02-03,2024,1,2,February,Latin America,Country_6,Electronics,Tablets,Home Office,5,330.1,1650.49,1205.56,444.93,0.2696
2023-05-29,2023,2,5,May,Europe,Country_9,Furniture,Chairs,Corporate,3,248.89,746.68,534.08,212.6,0.2847
2023-07-08,2023,3,7,July,North America,Country_4,Furniture,Tables,Home Office,2,468.37,936.74,552.84,383.9,0.4098
2023-08-15,2023,3,8,August,Europe,Country_8,Electronics,Laptops,Home Office,6,396.39,2378.35,1332.35,1046.0,0.4398
2024-05-22,2024,2,5,May,North America,Country_8,Electronics,Laptops,Corporate,3,292.44,877.33,482.66,394.67,0.4499
2024-01-09,2024,1,1,January,Latin America,Country_8,Electronics,Laptops,Corporate,6,40.85,245.07,139.84,105.23,0.4294
2022-01-01,2022,1,1,January,Latin America,Country_1,Electronics,Laptops,Consumer,1,156.84,156.84,103.43,53.41,0.3405
2023-08-27,2023,3,8,August,North America,Country_7,Clothing,Shoes,Home Office,7,438.13,3066.93,1998.12,1068.81,0.3485
2022-12-12,2022,4,12,December,Latin America,Country_1,Clothing,Shirts,Corporate,8,467.35,3738.82,2386.55,1352.28,0.3617
2024-06-08,2024,2,6,June,Latin America,Country_4,Electronics,Laptops,Corporate,4,124.4,497.6,390.06,107.54,0.2161
2022-11-19,2022,4,11,November,Asia Pacific,Country_1,Furniture,Chairs,Consumer,4,222.43,889.73,658.3,231.43,0.2601
2023-04-26,2023,2,4,April,Europe,Country_2,Furniture,Beds,Home Office,5,366.09,1830.47,1004.96,825.51,0.451
2023-11-19,2023,4,11,November,Latin America,Country_8,Office Supplies,Paper,Home Office,5,457.17,2285.83,1648.96,636.87,0.2786
2022-01-13,2022,1,1,January,Europe,Country_4,Electronics,Laptops,Consumer,9,153.29,1379.59,846.8,532.79,0.3862
2024-07-22,2024,3,7,July,Asia Pacific,Country_9,Electronics,Smartphones,Consumer,6,469.52,2817.12,1786.45,1030.66,0.3659
2022-01-10,2022,1,1,January,Europe,Country_9,Office Supplies,Binders,Corporate,9,239.26,2153.33,1606.79,546.54,0.2538
2023-12-28,2023,4,12,December,Latin America,Country_6,Office Supplies,Pens,Home Office,2,97.26,194.52,111.07,83.45,0.429
2022-10-30,2022,4,10,October,North America,Country_5,Clothing,Shirts,Consumer,1,375.81,375.81,267.9,107.91,0.2871
2022-03-18,2022,1,3,March,Asia Pacific,Country_9,Clothing,Shirts,Corporate,5,72.38,361.89,241.28,120.61,0.3333
2024-12-24,2024,4,12,December,Latin America,Country_2,Furniture,Tables,Consumer,3,106.48,319.44,190.64,128.8,0.4032
2024-07-10,2024,3,7,July,North America,Country_9,Electronics,Smartphones,Consumer,7,491.93,3443.53,1923.82,1519.72,0.4413
2023-04-25,2023,2,4,April,Europe,Country_6,Electronics,Laptops,Corporate,8,396.16,3169.26,1647.34,1521.93,0.4802
2022-07-23,2022,3,7,July,Asia Pacific,Country_8,Furniture,Beds,Consumer,5,96.77,483.84,373.11,110.73,0.2289
2022-01-31,2022,1,1,January,Asia Pacific,Country_1,Clothing,Shoes,Corporate,7,50.44,353.1,256.24,96.86,0.2743
2024-08-26,2024,3,8,August,Asia Pacific,Country_4,Clothing,Shoes,Home Office,6,484.7,2908.19,1946.43,961.76,0.3307
2022-04-09,2022,2,4,April,Europe,Country_5,Electronics,Laptops,Home Office,8,20.88,167.03,105.86,61.17,0.3662
2024-07-04,2024,3,7,July,Latin America,Country_2,Furniture,Tables,Home Office,2,343.88,687.75,351.49,336.26,0.4889
2023-02-20,2023,1,2,February,Europe,Country_9,Furniture,Chairs,Consumer,1,137.28,137.28,87.53,49.75,0.3624
2022-12-23,2022,4,12,December,North America,Country_2,Office Supplies,Pens,Corporate,5,279.4,1396.98,1077.27,319.71,0.2289
2022-11-04,2022,4,11,November,Europe,Country_8,Office Supplies,Paper,Corporate,5,390.86,1954.28,1089.05,865.23,0.4427
2022-11-13,2022,4,11,November,Latin America,Country_2,Office Supplies,Binders,Corporate,8,85.55,684.36,475.94,208.42,0.3046
2022-01-02,2022,1,1,January,Europe,Country_6,Clothing,Shoes,Corporate,5,493.47,2467.33,1295.28,1172.05,0.475
2023-07-25,2023,3,7,July,North America,Country_5,Electronics,Laptops,Consumer,5,228.81,1144.05,668.63,475.42,0.4156
2022-06-20,2022,2,6,June,Asia Pacific,Country_6,Clothing,Shoes,Corporate,1,188.52,188.52,109.59,78.93,0.4187
2023-04-23,2023,2,4,April,Asia Pacific,Country_8,Clothing,Shirts,Home Office,1,104.55,104.55,77.98,26.57,0.2541
2022-12-02,2022,4,12,December,North America,Country_1,Electronics,Laptops,Corporate,6,303.29,1819.77,1259.28,560.49,0.308
2023-06-20,2023,2,6,June,Asia Pacific,Country_3,Furniture,Chairs,Consumer,7,355.49,2488.42,1317.96,1170.47,0.4704
2022-01-07,2022,1,1,January,Latin America,Country_2,Office Supplies,Binders,Consumer,4,268.79,1075.17,837.44,237.74,0.2211
2022-12-21,2022,4,12,December,Asia Pacific,Country_9,Clothing,Shoes,Home Office,6,240.54,1443.26,1051.48,391.79,0.2715
2024-05-07,2024,2,5,May,Asia Pacific,Country_9,Furniture,Beds,Home Office,6,140.76,844.58,525.31,319.27,0.378
2024-03-23,2024,1,3,March,North America,Country_7,Office Supplies,Paper,Corporate,6,134.88,809.27,532.33,276.94,0.3422
2022-04-17,2022,2,4,April,North America,Country_7,Office Supplies,Binders,Consumer,5,485.86,2429.3,1611.15,818.15,0.3368
2022-01-08,2022,1,1,January,North America,Country_3,Clothing,Pants,Home Office,8,232.4,1859.23,1445.28,413.95,0.2226
2023-03-22,2023,1,3,March,Asia Pacific,Country_9,Office Supplies,Binders,Home Office,4,490.21,1960.85,1381.92,578.93,0.2952
2023-03-06,2023,1,3,March,Asia Pacific,Country_1,Furniture,Chairs,Corporate,4,29.54,118.16,85.66,32.49,0.275
2023-02-03,2023,1,2,February,Asia Pacific,Country_3,Electronics,Tablets,Consumer,3,407.32,1221.96,717.85,504.1,0.4125
2023-05-30,2023,2,5,May,North America,Country_8,Furniture,Tables,Home Office,2,408.48,816.96,569.95,247.02,0.3024
